,Date,Value,Ticker,pct
1160,2021-09-30,5.03,CTO,-1.0818285342443468
1161,2021-06-30,-61.47,CTO,1.1891025641025643
1162,2021-03-31,-28.08,CTO,-0.5697211155378487
1163,2020-12-31,-65.26,CTO,-0.3717146433041302
1164,2020-09-30,-103.87,CTO,0.1418049906562604
1165,2020-06-30,-90.97,CTO,-0.32203010880906247
1166,2020-03-31,-134.18,CTO,-2.831558831558832
1167,2019-12-31,73.26,CTO,2.3682758620689657
1168,2019-09-30,21.75,CTO,-0.5611380145278451
1169,2019-06-30,49.56,CTO,0.7681056011416341
1170,2019-03-31,28.03,CTO,-1.5077898550724638
1171,2018-12-31,-55.2,CTO,-4.493670886075949
1172,2018-09-30,15.8,CTO,0.6475495307612098
1173,2018-06-30,9.59,CTO,-2.148502994011976
1174,2018-03-31,-8.35,CTO,-0.7748112189859763
1175,2017-12-31,-37.08,CTO,59.78688524590164
1176,2017-09-30,-0.61,CTO,-0.5413533834586466
1177,2017-06-30,-1.33,CTO,-1.2250423011844331
1178,2017-03-31,5.91,CTO,-1.174490699734278
